"last_name, first_name","pitcher","ff_avg_speed","si_avg_speed","fc_avg_speed","sl_avg_speed","ch_avg_speed","cu_avg_speed","fs_avg_speed","kn_avg_speed","st_avg_speed","sv_avg_speed"
"Burnes, Corbin","669203","96.4","96.2","95","88.1","90.3","81.6",,,"82.6",
"Cole, Gerrit","543037","97.8","98.6","92","88.7","89.7","83",,,,
"Alcantara, Sandy","645261","98","97.8","90","87","91.8",,,,,
"Mikolas, Miles","571945","93.5","92.9",,"87.7","82.6","76",,,,
"Wainwright, Adam","425794","88","88.6","84.3","75.3","82.2","72.8",,,,
"Cease, Dylan","656302","96.8","96.5",,"87.4","77.9","81.1",,,,
"Pivetta, Nick","601713","93.4",,"86.2","83","91.9","77.2","87",,,
"Kelly, Merrill","518876","92.6","92.5","90.8","85","88.6","82.2",,,,
"Ray, Robbie","592662","93.4","93.3",,"87.2","86.9","79.7",,,,
"Nola, Aaron","605400","92.8","92.1","86.8",,"85.9","78.6",,,,
"Valdez, Framber","664285","94.1","93.9",,"83","88.8","79.2",,,,
"Gilbert, Logan","669302","96.1","94.7",,"86.9","86.2","80.8",,,,
"Webb, Logan","657277","92.3","91.8",,,"86.4",,,,"82.5",
"Lyles, Jordan","543475","91.8","90.7","84.9",,"86.3","79.1",,,"80",
"Rodón, Carlos","607074","95.5","95.1",,"85.4","84.6","79.8",,,,
"Pérez, Martín","527048","92.9","92.6","89.9","84.5","84.4","78.8",,,,
"Darvish, Yu","506433","95","94.7","90.7","86",,"76.1","89.2",,"82.7",
"Manoah, Alek","666201","93.9","93.2",,"81.5","86.5",,,,,
"Gallen, Zac","668678","94.1","94.7","89.9","86.7","86.2","81.6",,,,
"Quantrill, Cal","615698","93.9","93.5","88.5",,"85.3","82.7",,,,
"López, Pablo","641154","93.5","93.4","88.7",,"87.5","80.9",,,"89.7",
"Morton, Charlie","450203","94.9","94.7","88.4",,"87.2","81.3",,,,
"Bassitt, Chris","605135","93.2","92.8","89","82.7","85.4","71.6",,,"75.2",
"Bieber, Shane","669456","91.3","91.4","86.9","85","86.4","82",,,,
"Freeland, Kyle","607536","90.3","89.6","85.5",,"84.8","80.9",,,,
"Márquez, Germán","608566","95.6","95.1",,"87.7","87.8","86.5",,,,
"Gonzales, Marco","594835","88.5","88.3","86.1",,"79.4","76.6",,,,
"Musgrove, Joe","605397","92.9","92.3","90.1","82.9","86.5","81.3",,,,
"Fried, Max","608331","94","93.6",,"87.3","86.5","74.2",,,"80",
"McKenzie, Triston","663474","92.5",,,"87.3",,"79.4",,,,
"Taillon, Jameson","592791","94","94.1","90.3","86.2","87.8","81.1",,,"85.9",
"Gausman, Kevin","592332","95",,,"84.4","84.5",,"85.2",,,
"Giolito, Lucas","608337","92.6","91.5",,"84.4","81","79.2",,,,
"Gibson, Kyle","502043","92","91.7","89.4","83.4","84.7","79.2",,,"83",
"Quintana, Jose","500779","91.2","91.4",,,"86.4","78.3",,,,"78.6"
"Berríos, José","621244","94","93.9",,,"84.6",,,,,"82.9"
"Montgomery, Jordan","656756","93","93","88.3",,"82.3","80.2",,,,
"Bumgarner, Madison","518516","91.2","90.8","87.4","83.3","85.5","78.6",,,,
"Wright, Kyle","657140","95.2","94.4",,"90.1","88.1","84.7",,,,
"Lauer, Eric","641778","93.3","92.8","89.6","86.5","87.2","78.2",,,,
"Keller, Mitch","656605","95.6","94.4",,"87.1","91.2","78.7",,,"83.2",
"Urquidy, José","664353","93.5","93.9","87.4",,"86.1","78.1",,,"80.1",
"Ohtani, Shohei","660271","97.3","97.2","90.7","85.2",,"77.6","89.3",,"85.3",
"Corbin, Patrick","571578","92","92.8","85.1","81.7","82.4","74.2",,,,
"Urías, Julio","628711","93.1",,,,"86.2",,,,,"80.9"
"Irvin, Cole","608344","90.7","90.3","87.1",,"83","77.5",,,,
"Verlander, Justin","434378","95","94.6",,"87.4","86.2","79",,,,
"Gray, Josiah","680686","94.4","94.6","87.4","85.8","88.1","82.7",,,,
"Anderson, Tyler","542881","90.7","88.8","85.7",,"79","73.2",,,,
"Suarez, Ranger","624133","93.2","92.5","89.5","82.4","84.9","76.6",,,,
"Javier, Cristian","664299","93.8","94.6",,,"85.3","76.5",,,"79.8",
"Dunning, Dane","641540","88.7","89.5","87.1","78.8","84","80.1",,,"77.1",
"Woodruff, Brandon","605540","96.3","95.8",,"88","86.1","84",,,,
"Castillo, Luis","622491","97.1","96.9",,"86.5","88.4",,,,,
"Walker, Taijuan","592836","93.7","92.8","88.4","84.9",,"75","88.8",,"83.2",
"Manaea, Sean","640455","91.4","90.7",,"81.6","84.9","80.7",,,"77.3",
"Garcia, Luis","677651","94","90","85.3",,"84.7","77",,,"79.5",
"Cortes, Nestor","641482","91.8","84.5","86.9",,"82.9","72.1",,,"77.1",
"McClanahan, Shane","663556","96.7",,,"89.3","87.7","82",,,,
"Sandoval, Patrick","663776","93.1","93.4",,"86.3","83.7","78.6",,,"85",
"Kluber, Corey","446372","88.9","88.9","86.3",,"82.9","80.7",,,,
"Lynch IV, Daniel","663738","94","93.3",,"86","84.8","81.7",,,,
"Fedde, Erick","607200","89.6","92.6","89.2",,"86","78.4",,,"78.4",
"Cobb, Alex","502171","95.4","94.8",,"85.1",,"83.8","89.6",,,
"Carrasco, Carlos","471911","93.2","91.9",,"84.8","87.4","81.1",,,,
"Ryan, Joe","657746","92",,,"82.2","84.6","74.9",,,"80.3",
"Brubaker, JT","664141","92.7","93.1",,"86.7","87.3","80",,,,
"Singer, Brady","663903","93.1","93.8",,"85.5","86.9",,,,,
"Cueto, Johnny","456501","91.4","91.4","86.9","83.5","82.6","69.9",,,,
"Kuhl, Chad","641771","93.2","92.8",,"86.5","87.9","79.5",,,,
"Wheeler, Zack","554430","95.9","95.4","90.6",,"89.5","81.3",,,,
"Snell, Blake","605483","95.8",,,"88.9","87.1","81.4",,,,
"Montas, Frankie","593423","96.1","95.6","89.5","87.2",,,"86.4",,,
"Davies, Zach","605200","89.7","89.5","87.6","76","79.7","74.7",,,,
"Strider, Spencer","675911","98.2",,,"86.3","88.9",,,,,
"Keller, Brad","641745","94.5","93.4",,"86.9","90.3",,,,,
"Greinke, Zack","425844","89.2","89.5","85.8","81.8","86.5","72",,,,
"Bubic, Kris","663460","91.9","89.8",,,"80.7","79.4",,,,
"Hudson, Dakota","641712","91.3","91.9",,"87.8","86.5","80.5",,,,
"Wood, Alex","622072","91.9","92.4",,"84.5","85.7",,,,,
"Rasmussen, Drew","656876","95.5","94.9","90.3","85.4",,"79.6",,,"84.6",
"Kaprielian, James","621076","94","94.4","85.8","85","85.2","79.3",,,,
"Otto Jr., Glenn","657248","92.2","92.1",,,"88.1","81.2",,,"81.1",
"Flexen, Chris","623167","91.7","92.4","87.4","81.2","81.1","74.6",,,"80.2",
"Greene, Hunter","668881","98.9","97.9",,"88.1","90.1",,,,,
"Detmers, Reid","672282","93.2","93.2",,"86.3","84.2","73.1",,,"80.2",
"Stroman, Marcus","573186","92.6","92","90","86.4",,,"87",,,"84.6"
"Bundy, Dylan","605164","89","89.8",,"79.1","81.1","72.2",,,,
"Scherzer, Max","453286","94",,"89.3","85","84.1","75",,,,
"Plesac, Zach","668676","91.9","90.4",,"85.4","85.7","79.3",,,,
"Springs, Jeffrey","605488","91.4","89.9",,"85.4","81.1",,,,,
"Mahle, Tyler","641816","93.2","92.2","85.5","83.9",,,"85.4",,,
"Kirby, George","669923","95.3","94.7","88.3","86.5","86","80.8",,,"85.4",
"Thompson, Zach","605507","92.3","92.2","86.8",,"85.7","76.6",,,,
"Gray, Jon","592351","95.9","95.6",,"85.8","88.7","77.8",,,"84.9",
"Gomber, Austin","596295","91","92.1",,"84.3","82","75.8",,,,
"Stripling, Ross","548389","91.9","89.9",,"87.1","82.6","76.1",,,,
"Steele, Justin","657006","92.2","91.6",,"82","87.8","78.4",,,,
"Lynn, Lance","458681","93","91.4","88.8","86","85.8","82",,,,
"Syndergaard, Noah","592789","94.1","93.6","85.8","85.2","88.5","77.8","88.7",,,
"Gonsolin, Tony","664062","93.1","93.3",,"87.5",,"80.7","83.5",,,
"Kopech, Michael","656629","94.9","95.1",,"84.3","85.2","79",,,,
"Anderson, Ian","666120","94",,,,"88.2","81.7",,,,
"Bradish, Kyle","680694","94.6","94",,"86.9","90","83.2",,,,
"Hill, Rich","448179","88.5",,"84.2",,"82.8","71.8",,,"69.2",
"Wacha, Michael","608379","93.1","92.6","88.8","86","84.3","74.7",,,,
"Kremer, Dean","665152","93.5","91.5","88",,"83.7","76.5","83.7",,,
"Rogers, Trevor","669432","94.6","94.9",,,"85.7","82.9",,,"80.7",
"Clevinger, Mike","605182","93.6","93","86.6",,"86.3","76.7",,,"79.9",
"Skubal, Tarik","669373","94.1","94.8",,"89.3","83.6","76.9",,,,
"Peterson, David","656849","93.7","93.2",,"84.4","85.9","78.5",,,,
"Thompson, Keegan","624522","93.5","92.8","89.8",,"86.1","81.3",,,"83.9",
"Ashby, Aaron","676879","95.5","95.7",,"83.5","89.1","79.7",,,,
"Espino, Paolo","502179","88.5",,,"80.7","83.6","71.3",,,"77.7",
"Gray, Sonny","543243","92.1","92.1","88.8","83.2","87.1","78.7",,,"81.6",
"Houser, Adrian","605288","94.3","93.7",,"85","85.4","81.1",,,,
"Kikuchi, Yusei","579328","94.9","96.4","91.1","86.6","87","85.2",,,,
"Kershaw, Clayton","477132","90.7","91.4",,"86.6","83.8","73.2",,,,
"Wilson, Bryse","669060","92.7","92.1","86","82.5","86.1","77.5","83.3",,,
"Junis, Jakob","596001","91.9","91.9","85.6","83.1","84.8",,,,,
"Odorizzi, Jake","543606","92.1","92","87.6","82.6",,"71.9","85.1",,,
"Heasley, Jonathan","669169","93.3","92.9",,"85.6","84.9","78.5",,,,
"Archer, Chris","502042","93",,,"88.7","87","81.7",,,,
"Hearn, Taylor","621368","94.8","93.8","88.8","84.9","87.6",,,,,
"Suarez, José","660761","92.7","91.7",,"81.8","82.4","77.9",,,"79.5",
"Blackburn, Paul","621112","91.5","91.7","87.1",,"86","78.8",,,"79.1",
"Voth, Austin","608723","93.5",,"89.5",,,"77.5","87.2",,"83.6",
"Hutchison, Drew","571800","92.4","92.7",,"86","86.5",,,,,
"Ashcraft, Graham","668933","98.1","97.2","97.3","85.8","89.8",,,,,
"Pallante, Andre","669467","95.2","94.8",,"86.9","83.1","76.5",,,,
"Minor, Mike","501985","90.4","90.1",,"85.4","84.2","79.2",,,,
"Eovaldi, Nathan","543135","95.7","94.6","90.6","85.9",,"78.3","87.8",,,
"Smyly, Drew","592767","92.3","92.6","88.6",,"82.6","78.7",,,,
"Martinez, Nick","607259","93.4","93.2","88.6",,"79.7","81.7",,,,
"White, Mitch","669952","93.7","94",,"86.8","87.2","80.2",,,"85.4",
"Sampson, Adrian","592716","92.5","91.9","84.9","83.1","85.1",,,,,
"Lodolo, Nick","666157","94.4","94.2",,,"88.3","81.5",,,,
"Feltner, Ryan","663372","94.5","93.5",,"84.6","83.8","77.9",,,"82.1",
"Lorenzen, Michael","547179","94.7","93.8","90.5","84.7","85.7","81.3",,,"83",
"Wells, Tyler","669330","93.5",,"87.5",,"86.7","76.3",,,"79.5",
"Luzardo, Jesús","666200","96.3","95.6",,"83.7","87.2",,,,,
"Watkins, Spenser","657093","91.4","90.1","87.1","78.3","86.1","76.8",,,"78.4",
"Ureña, José","570632","96","95.6",,"86.8","90.2",,,,,
"Severino, Luis","622663","96.3","95.5","90.4","85.1","88.8",,,,"83.2",
"Alexander, Tyler","641302","90","90.1","85.5","80.8","82.8",,,,"77.4",
"Civale, Aaron","650644","90.8","91.3","86.4","81.6",,"75.9","85.5",,"79",
"Contreras, Roansy","672710","95.6",,,"83.8","89.7","78.9",,,,
"Senzatela, Antonio","622608","94.3","92.6",,"86.2","86.9","78.2",,,,
"Rodriguez, Eduardo","593958","91.7","91.7","88.7","82.8","85.5",,,,,
"Garrett, Braxton","666129","91.5","90.9","84.8","84","85.9","78.7",,,,
"Williams, Trevor","592866","91.2","89",,"83.2","84.4","78.6",,,,
"Crowe, Wil","640444","95.1","94.4",,"87.6","85.9","81.6",,,"87.1",
"Yarbrough, Ryan","642232","86.7","85.7","82.3",,"78.6",,,,"71.3","70"
"Peralta, Freddy","642547","92.6",,,"80.3","85.9","75.8",,,"80",
"Hendricks, Kyle","543294","86.9","86.5",,,"79.9","72.7",,,,
"Burke, Brock","656271","95.1","93.3",,"87.2","88.1",,,,,
"Crawford, Kutter","676710","94.6",,"88.7","85.1","86.8","79.7","86.1",,,
"Falter, Bailey","663559","91.5","91",,"83.5","83.1","76.6",,,,
"Oller, Adam","670124","93.3","93.5","89.5","84.2","86.5","80.4",,,,"81.2"
"Brieske, Beau","689225","94.3","93.6",,"86.2","82","78.1",,,,
"Velasquez, Vince","592826","93.2","91.9",,"84.7","88.2","81.5",,,,
"Scott, Tanner","656945","96.9",,,"89.2",,,,,,
"Gore, MacKenzie","669022","94.7",,,"87.4","84.8","80.8",,,,
"Moore, Matt","519043","93.9",,,,"85","83.6",,,,
"Akin, Keegan","669211","93.5",,,"85.3","84.1","75.1",,,,
"Cessa, Luis","570666","93.3","93.6",,"82.9","87.8",,,,,
"Smith, Caleb","592761","91.9","93.2",,"85.4","83.6","78.9",,,,
"Sánchez, Aníbal","434671","89.8","89.1","87.2","83","79.9","75.4",,,,
"Heaney, Andrew","571760","93",,,"83.4","85",,,,,
"Ramírez, Erasmo","541640","93.7","93.1","89.2",,"85.4","80.6",,,,
"Cabrera, Edward","665795","96","95.9",,"86.9","92.4","83.8",,,,
"Coleman, Dylan","669395","97.6","98",,"85.9",,,,,"82.1",
"Nelson, Nick","656793","96.3","91.4",,"89.9","87.9","81.9",,,,
"Adon, Joan","672851","95","94.6",,"86.2","87.4","79.7",,,,
"Chavez, Jesse","445926","91.5","91.2","89.1",,"85.5","76.9",,,,
"Barlow, Scott","605130","93.6","92.5",,"84.1",,"78.6",,,,
"Eflin, Zach","621107","93.1","92.7","90","85.5","87","78.3",,,,
"Winckowski, Josh","670174","93.6","94.1","88.5","84.8","90.6",,,,,
"Baker, Bryan","641329","96.2",,,"87.3","84",,,,,
"Cishek, Steve","518553","89.3","89.8",,"76.5","83.1",,,,,
"De Jong, Chase","608328","92.8",,,"83.6","86.2","77.7","88.6",,,
"Diekman, Jake","518617","95.7","95.2",,,"86.4",,,,"81.4",
"Whitlock, Garrett","676477","95.6","95.2",,"83.4","84.6",,,,"81.2",
"Rogers, Tyler","643511","83.3","83.2",,"72.1",,,,,,
"Keuchel, Dallas","572971","88","87.2","85.2","77","79.2",,,,,
"Richards, Trevor","670950","93.4","92.6",,"85.1","84.1",,,,,
"López, Jorge","605347","97.2","97.7",,"87.4","90","84.1",,,,
"Alexander, Jason","669920","93","92.4",,,"81.5",,,,"81.2",
"Jax, Griffin","643377","95.4","95.6",,,"89.8","82.6",,,"86.4",
"Phelps, David","475479","93.2","93.2","89.8",,"86.5","81.7",,,,
"Wick, Rowan","592858","94.9","91.7","93.1","82.2","82.9","76.8",,,,
"Smeltzer, Devin","656970","89.4","89.9","84.8",,"82.2","75.2",,,"77",
"Zimmermann, Bruce","669145","90.5","88.4","85.6","84.1","84.6","81","83.6",,"82.9",
"Pagán, Emilio","641941","95.6",,"85.8","84.6",,"80.2","88.4",,,
"Barria, Jaime","642545","92.2","91.7",,"85.3","85",,,,,
"Doval, Camilo","666808",,"98.4","99.4","87.7",,,,,,
"Davis, Austin","656354","94.1","93.6","91.9",,"86.3","79.5",,,"80.5",
"Ruiz, José","614179","96.9","94.6",,,"89.8","86.3",,,,
"Winder, Josh","680739","94",,,"84.3","88.9","81",,,,
"Minter, A.J.","621345","96.6",,"90.3",,"87.6",,,,,
"Soto, Gregory","642397","98.7","98.2",,"89.3","91.8",,,,,
"Stratton, Chris","608717","92.8","92.9",,"86.7","86.8","80.8",,,,
"Hernández, Elieser","622694","91.6","91.9",,"80.1","84.6",,,,,
"Montero, Rafael","606160","96.4","95.9",,"87.9","91.1",,,,,
"Brebbia, John","605154","94.4","95.3",,"84",,,,,,
"Boxberger, Brad","502202","92.7",,,"87.3","81.2",,,,,
"Milner, Hoby","571948","89.1","88.9",,,"81.3",,,,"79.5",
"Maton, Phil","664208","91","90.2","86.4",,"84.2","74.5",,,"80.9",
"Leiter Jr., Mark","643410","91.1","90.9","87.4","79.4",,"73.2","84.2",,,
"McHugh, Collin","543521","91",,"88.9",,,"72.5",,,"80.2",
"Rogers, Taylor","573124","93.6","94.3",,,,,,,"80.9",
"Vest, Will","676684","95.1","94.2",,"86.4","86.8",,,,,
"Strickland, Hunter","519326","95","94.1","87.8","84.8","90.1",,,,,
"Germán, Domingo","593334","92.7","92.7",,,"85.9","81",,,,
"Lugo, Seth","607625","94.4","94.4",,"88.9","87.6","79.8",,,,
"Sears, JP","676664","93.2",,,,"82.7","79.2",,,"78.2",
"Tate, Dillon","622253",,"94",,"94.4","83.9",,,,"80.3",
"Kimbrel, Craig","518886","95.8",,,,,"85.6",,,"86.3",
"Beede, Tyler","595881","95.8","95.6",,"88","84.8","79.1",,,,
"Puk, A.J.","640462","96.7","96.2",,"86.9","87.6",,,,"86.5",
"Suter, Brent","608718","86.4","87.4",,"78.8","77.2",,,,,
"Williams, Devin","642207","93.9",,"89.7","86.4","83.4",,,,,
"Crismatt, Nabil","622503","90.5","89.9",,"84.7","82.7","73.2",,,,
"Ottavino, Adam","493603","94.8","94.2","87.8",,"89.1",,,,"81",
"Díaz, Alexis","664747","95.7","95.4",,"86.9",,"81.4",,,,
"Robertson, David","502085",,,"93","83.9",,"84.8",,,,
"Finnegan, Kyle","640448","97",,,"89",,,"88.7",,,
"Hicks, Jordan","663855","99","99.4",,"89.1","92",,"92",,"84.7",
"Armstrong, Shawn","542888","95.3","95.6","92.3",,,,,,"88.4","86.2"
"Buehler, Walker","621111","95.2","94.8","91.5",,"90.5","79.2",,,"83.5",
"Lange, Alex","656638","95.5","96.2",,,"89.7","85.5",,,,
"Cimber, Adam","643256","86.5","86.5",,"77.8",,,,,,
"Fulmer, Michael","605242","94.2","94.4","90.3",,"86.5","78.9",,,,
"Martin, Davis","663436","94",,,"84.3","85.9","79.7",,,,
"Pilkington, Konnor","663455","92.1",,,"81.9","84.4","77",,,,
"García, Yimi","554340","94.9","93.7",,"89.5","87.2","82.5",,,"88.6",
"Hernández, Carlos","672578","96.8","94.2",,"85.6",,"82.1","85.1",,,
"Graveman, Kendall","608665","96.6","96.4",,"88.7","90.7","83.3",,,,
"Stephan, Trevor","663986","96.5",,,"85.9",,,"87.9",,,
"Sanmartin, Reiver","665665","90.9","90.4",,"82","85.2",,,,,
"Muñoz, Andrés","662253","100.2","99.9",,"88.6",,,,,,
"Duran, Jhoan","661395","100.8","96.4",,"89.7",,"87.8",,,,
"Logue, Zach","656657","90.1","87.5","85.9",,"82","77.5",,,,
"Givens, Mychal","571710","93.4","90.9",,"84.7","82.1",,,,,
"Estévez, Carlos","608032","97.5","94.3",,"87.3","88.4","83.9",,,,
"Schreiber, John","670167","94.4","93.4",,,"88.5",,,,"82.1",
"Hill, Garrett","682051","92","91.4",,"82.7","82.2","77.2",,,,
"Abreu, Bryan","650556","97.2","96",,"88.4","89.7","84.5",,,,
"Morgan, Eli","669212","92.1",,"89.3","85.7","75.9","80.5",,,,
"Martinez, Adrián","661309","93.8",,,"82","84",,,,,
"García, Jarlín","606424","93.6","93.8",,"82.7","85.2",,,,,
"Edwards Jr., Carl","605218","94.6","94",,,"90.7","80.2",,,,
"Neris, Héctor","593576","94.3","94.5",,"87.6",,,"85.1",,,
"Norris, Daniel","596057","91.2","90.9",,"81","86.7","76.1",,,"79.9",
"Sanchez, Aaron","592717","92.4","92.1",,,"87.8","79.1",,,,
"Jansen, Kenley","445276",,"93.6","92.2","81.2",,,,,,
"Acevedo, Domingo","642758","93",,,"86.5","86.8",,,,,
"Underwood Jr., Duane","621249","95.9","95.3","92.4",,"89.6","82.7",,,,
"Murfee, Penn","682171","89","88.8",,,,,,,"79.7",
"Beeks, Jalen","656222","95","91.4","87","81.9","90.3",,,,,
"Machado, Andrés","600921","95.6","95.1",,"87.1","88.9",,,,,
"Bello, Brayan","678394","97","96.3",,"85","88.2","80.2",,,,
"Thielbar, Caleb","573204","92.8",,,,"82.7","73",,,"81.3",
"Herget, Jimmy","623474","91.6","90.4",,"83.2","84.2",,,,"74.8",
"Bautista, Félix","642585","99.8","99.1",,"85.2",,,"88.4",,,
"Santana, Dennis","642701","97.6","96.7",,"85.8","89.9",,,,,
"Bickford, Phil","641360","94.1",,,"83.3","88.7",,,,,
"Manning, Matt","666159","93.3","92.6",,"82.9","86.1","79.7",,,"83.8",
"Romano, Jordan","605447","96.9","96.3",,"87.3",,,,,,
"Gallegos, Giovanny","606149","94.3","94.1",,"85.5","87.1",,,,,
"Bass, Anthony","542914","95","95.4",,"86.6",,,"86.8",,,
"Smith, Will","519293","92.1","90.3",,"81.7","86.9","76.9",,,,
"Brasier, Ryan","518489","95.9","96.1",,"85.5","88.1",,,,,
"López, Reynaldo","625643","97.1",,,"87.4","85.9","80.4",,,,
"Oviedo, Johan","670912","96",,,"85.7","88.8","78.7",,,,
"Iglesias, Raisel","628452","95","94.7",,"84.1","88.7",,,,,
"Krehbiel, Joey","607216","94.4",,"86.4","80.1","84.3",,,,,
"Holmes, Clay","605280",,"97","88.6","88.3",,,,,"84.9",
"Poche, Colin","621363","93.2",,,"82.1",,"78.7",,,,
"Sewald, Paul","623149","92.5","92.6",,,,,,,"82.8",
"Luetge, Lucas","476595","87.5",,"87.6","78.3",,"73.5",,,"77.4",
"Shaw, Bryan","543766","94","93","92.9","88.8","81.8","82.7","88.6",,"84",
"Okert, Steven","595345","93.7",,,"82",,,,,,
"Loup, Aaron","571901","91.9","91.2","84.7",,"80.3","76",,,,
"Faedo, Alex","656412","92.7","89.8",,"85","86.2",,,,,
"García, Luis","472610","97.7","98.7",,"84.6",,,"88.8",,"82.4",
"Bellatti, Andrew","571479","94.4",,,"85.9","89.5",,,,,
"Helsley, Ryan","664854","99.6",,,"89.2","89.7","80.8",,,,
"Foley, Jason","671345","96.2","96.3",,"86.5","89.5",,,,"83.2",
"Trivino, Lou","642152","95.6","95.8","92.3",,"87.4","76.8",,,"81.9",
"Bard, Daniel","453268","98","98",,"88.4","90.2",,,,,"79.8"
"Hughes, Brandon","676714","93.2","93.1",,"82.9","85.3",,,,,
"Payamps, Joel","606303","94.8","94.3",,,"88.9",,,,"82.2",
"Vesia, Alex","681911","94.1",,,"85","85.6",,,,,
"Hendriks, Liam","521230","97.6","97.1",,"89",,"85.8",,,,
"Hentges, Sam","656529","95.9","95.5",,"88",,"81.3",,,,
"Stephens, Jackson","623451","94.1","94",,"86.9","85.9","76.8",,,,
"Hader, Josh","623352","97.2","97.4",,"84","88.6",,,,,
"Adam, Jason","592094","94.8",,,,"90",,,,"81.3",
"deGrom, Jacob","594798","98.9",,,"92.6","92","83.4",,,,
"Jiménez, Joe","641729","95.7","95.6",,"84.8","90.7",,,,,
"Brash, Matt","666374","96.9",,,"86.8","85.5","84.6",,,,
"Schmidt, Clarke","657376","94.7","94.9",,,"89.6","83.5",,,"86.4",
"Díaz, Edwin","621242","99.1",,,"90.8",,,,,,
"Kuhnel, Joel","669270","96.2","96",,"86.8","90.2",,,,,
"Phillips, Evan","623465","96","96.2","93.3",,,,,,"85.3",
"Clase, Emmanuel","661403","100.1","99.6","99.5","91.9",,,,,,
"Houck, Tanner","656557","95.3","94.5",,"85.4",,,"87.6",,,
"Stephenson, Robert","596112","96.8","95.8",,"83.9",,"77.5","88.1",,,
"Davidson, Tucker","656353","93.1","92.9",,"86.6","85.4","78.1","85.2",,,
"Bush, Matt","456713","97.3","96.1","92.9",,,"81",,,,
"Pérez, Cionel","672335","97","96.4",,,,"82.6",,,,"84"
"Chafin, Andrew","605177","91.6","91.6",,"82.9","84.7",,,,,
"Banks, Tanner","621383","92.9",,,"86.7","84.9",,,,"82.1",
"Festa, Matt","670036","92.6","91.2",,,,,,,"82.9",
"Stanek, Ryne","592773","98.3","98",,"87.1",,,"88.6",,,
"Rucker, Michael","621074","94.7","95","88.4","86.1","90","80.6",,,,
"Tepera, Ryan","572193","92.6","92.9",,"86","85.8","81.5",,,"80",
"Mayers, Mike","594577","93.5","92.2","88.3","84.4","86.7","77.2",,,,
"Jackson, Zach","667427","94.4",,"94.2","85.2","88.9",,,,,
"Melancon, Mark","453343","91.7","91.8","90.9","84.1",,"81.7","83.7",,,
"García, Rony","665621","92.9","92.5",,,"87.5","80.3",,,,
"Alvarado, José","621237","98.2","99.6","93.8",,,"86.5",,,,
"Swanson, Erik","657024","93.6",,,"84.9",,,"83.5",,,
"Wilson, Steven","621051","95.1",,,"83.1","85.1",,,,"81.9",
"Elder, Bryce","693821","90.5","90.7",,"82.4","86",,,,,
"Kennedy, Ian","453178","93.4",,"85.9","81","87.6","79","85.5",,,
"Floro, Dylan","571670","92.4","92.6",,"84.1","85.2",,,,,
"Mantiply, Joe","573009","90.9","90.4",,,"82.6","81.1",,,,
"Clarke, Taylor","664199","95.6",,,"88.4","89",,,,,
"Martin, Chris","455119","95.3","94.5","91.6",,,"83.9","88.4",,"84.1",
"Marte, Yunior","628708","97.8","96.9",,"86","90.9",,,,,
"Ober, Bailey","641927","91.5",,,"82.8","84.3","76.7",,,,
"Matz, Steven","571927",,"94.5",,"89.6","85.1","78",,,,
"Hoffman, Jeff","656546","94.3","94.5",,"81.2","87.6",,"88",,,
"Raley, Brooks","548384","90.3","90.7","88",,"85.5",,,,"81.4",
"Abbott, Cory","676265","91.3",,,"86.6",,"84.4",,,,
"De Los Santos, Enyel","660853","95.3",,,"83.1","87.3",,,,,
"Rodríguez, Joely","570257","92.8","92.7",,"83.8","87.8",,,,,
"Bednar, David","670280","96.4",,,,,"77.1","89.8",,,
"Castillo, Diego","650895","95.7","95.1",,"88.4",,,,,,
"Farmer, Buck","571656","94.6",,,"83.3","88.7",,,,,
"Sawamura, Hirokazu","617228","95.9",,,"85.8",,,"92",,,
